block_index,cell_id,family,stochastic,n,parameters_json,expected_matrices,recovered_matrices,completion_fraction,state
961,repeated_bad_pivots:22f815a7b3f93bb6,repeated_bad_pivots,False,91,"{""decay"":0.3,""epsilon"":0.01}",1,1,1.0,complete
962,repeated_bad_pivots:cf46139e6aa27490,repeated_bad_pivots,False,91,"{""decay"":0.1,""epsilon"":0.01}",1,1,1.0,complete
963,repeated_bad_pivots:221878ec2b94bb83,repeated_bad_pivots,False,91,"{""decay"":1.0,""epsilon"":1e-06}",1,1,1.0,complete
964,repeated_bad_pivots:142920ff1c832f8b,repeated_bad_pivots,False,91,"{""decay"":0.3,""epsilon"":1e-06}",1,1,1.0,complete
965,repeated_bad_pivots:1be3591d8f74c193,repeated_bad_pivots,False,91,"{""decay"":0.1,""epsilon"":1e-06}",1,1,1.0,complete
966,repeated_bad_pivots:34246cb149b429c4,repeated_bad_pivots,False,91,"{""decay"":1.0,""epsilon"":1e-10}",1,1,1.0,complete
967,repeated_bad_pivots:73c9e8040232fdc6,repeated_bad_pivots,False,91,"{""decay"":0.3,""epsilon"":1e-10}",1,1,1.0,complete
968,repeated_bad_pivots:14488bcb7546a054,repeated_bad_pivots,False,91,"{""decay"":0.1,""epsilon"":1e-10}",1,1,1.0,complete
969,scaled_adversarial:a1544dd12bfc380a,scaled_adversarial,True,91,"{""epsilon"":0.01,""scale_range"":2.0}",20000,20000,1.0,complete
970,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,91,"{""epsilon"":0.01,""scale_range"":4.0}",20000,20000,1.0,complete
971,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,91,"{""epsilon"":0.01,""scale_range"":8.0}",20000,20000,1.0,complete
972,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,91,"{""epsilon"":0.01,""scale_range"":12.0}",20000,20000,1.0,complete
973,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,91,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,20000,1.0,complete
974,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,91,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,20000,1.0,complete
975,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,91,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,20000,1.0,complete
976,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,91,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,20000,1.0,complete
977,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,91,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,20000,1.0,complete
978,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,91,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,20000,1.0,complete
979,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,91,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,20000,1.0,complete
980,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,91,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
981,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,91,"{""alpha"":0.5}",20000,20000,1.0,complete
982,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,91,"{""alpha"":0.3}",20000,20000,1.0,complete
983,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,91,"{""alpha"":0.2}",20000,20000,1.0,complete
984,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,91,"{""alpha"":0.1}",20000,20000,1.0,complete
985,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,91,"{""alpha"":0.05}",20000,20000,1.0,complete
986,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,91,"{""alpha"":0.02}",20000,20000,1.0,complete
987,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,91,"{""alpha"":0.01}",20000,20000,1.0,complete
988,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,91,"{""alpha"":0.005}",20000,20000,1.0,complete
989,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,91,"{""alpha"":0.002}",20000,20000,1.0,complete
990,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,91,"{""alpha"":0.001}",20000,20000,1.0,complete
991,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.5}",1,1,1.0,complete
992,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.3}",1,1,1.0,complete
993,row_diagonal_dominant_tridiagonal:af932376a9e85180,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.2}",1,1,1.0,complete
994,row_diagonal_dominant_tridiagonal:c27ad42e3f6fa594,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.1}",1,1,1.0,complete
995,row_diagonal_dominant_tridiagonal:b140db102925b3ec,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.05}",1,1,1.0,complete
996,row_diagonal_dominant_tridiagonal:9c6a6927336fc423,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.02}",1,1,1.0,complete
997,row_diagonal_dominant_tridiagonal:a2ab9117ea3a1dfa,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.01}",1,1,1.0,complete
998,row_diagonal_dominant_tridiagonal:80f1643c77f70cd6,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.005}",1,1,1.0,complete
999,row_diagonal_dominant_tridiagonal:e81edd77eaa602f2,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.002}",1,1,1.0,complete
1000,row_diagonal_dominant_tridiagonal:3cc535104b50d6a1,row_diagonal_dominant_tridiagonal,False,91,"{""alpha"":0.001}",1,1,1.0,complete
1001,row_diagonal_dominant_rankone:9b1d06cd48c40ab2,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.5}",1,1,1.0,complete
1002,row_diagonal_dominant_rankone:b2135906babb091e,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.3}",1,1,1.0,complete
1003,row_diagonal_dominant_rankone:4b19e252ebf4e64e,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.2}",1,1,1.0,complete
1004,row_diagonal_dominant_rankone:f77fdfb3efff94e7,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.1}",1,1,1.0,complete
1005,row_diagonal_dominant_rankone:e9f8a9d621908331,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.05}",1,1,1.0,complete
1006,row_diagonal_dominant_rankone:f5d1060d84da4649,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.02}",1,1,1.0,complete
1007,row_diagonal_dominant_rankone:bbdf2ff377511d2a,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.01}",1,1,1.0,complete
1008,row_diagonal_dominant_rankone:b724756e042d2640,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.005}",1,1,1.0,complete
1009,row_diagonal_dominant_rankone:9248beec0335477a,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.002}",1,1,1.0,complete
1010,row_diagonal_dominant_rankone:6689e0c35681572e,row_diagonal_dominant_rankone,False,91,"{""alpha"":0.001}",1,1,1.0,complete
1011,row_diagonal_dominant_stochastic:021519ee0a19df7c,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.5}",20000,20000,1.0,complete
1012,row_diagonal_dominant_stochastic:de30837b1853aaf8,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.3}",20000,20000,1.0,complete
1013,row_diagonal_dominant_stochastic:85d04ae4513fe85f,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.2}",20000,20000,1.0,complete
1014,row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.1}",20000,20000,1.0,complete
1015,row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.05}",20000,20000,1.0,complete
1016,row_diagonal_dominant_stochastic:f5393029996d2c29,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.02}",20000,20000,1.0,complete
1017,row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.01}",20000,20000,1.0,complete
1018,row_diagonal_dominant_stochastic:6bb9c9b7e1526958,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.005}",20000,20000,1.0,complete
1019,row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.002}",20000,20000,1.0,complete
1020,row_diagonal_dominant_stochastic:3f149f338e70104c,row_diagonal_dominant_stochastic,True,91,"{""alpha"":0.001}",20000,20000,1.0,complete
1021,spd_prescribed_spectrum:f3c8ebf0e249f88d,spd_prescribed_spectrum,True,91,"{""kappa"":10.0}",20000,20000,1.0,complete
1022,spd_prescribed_spectrum:fd9c01d27036b31c,spd_prescribed_spectrum,True,91,"{""kappa"":100.0}",20000,20000,1.0,complete
1023,spd_prescribed_spectrum:dc332cd1bfa688f6,spd_prescribed_spectrum,True,91,"{""kappa"":1000.0}",20000,20000,1.0,complete
1024,spd_prescribed_spectrum:a954fd91076fe28c,spd_prescribed_spectrum,True,91,"{""kappa"":10000.0}",20000,20000,1.0,complete
1025,spd_prescribed_spectrum:79fe5321ebe142a9,spd_prescribed_spectrum,True,91,"{""kappa"":100000.0}",20000,20000,1.0,complete
1026,spd_prescribed_spectrum:4953545b5c68c921,spd_prescribed_spectrum,True,91,"{""kappa"":1000000.0}",20000,20000,1.0,complete
1027,spd_prescribed_spectrum:70d7805e407478aa,spd_prescribed_spectrum,True,91,"{""kappa"":10000000.0}",20000,20000,1.0,complete
1028,spd_prescribed_spectrum:fc3ee47b52f52cc7,spd_prescribed_spectrum,True,91,"{""kappa"":100000000.0}",20000,20000,1.0,complete
1029,tnn_vandermonde_positive:d0b487e6f0518b72,tnn_vandermonde_positive,False,91,"{""cluster_parameter"":2.0,""node_type"":""equispaced_positive""}",1,1,1.0,complete
1030,tnn_vandermonde_positive:5aaa1a7a23ee6d83,tnn_vandermonde_positive,False,91,"{""cluster_parameter"":2.0,""node_type"":""clustered_positive""}",1,1,1.0,complete
1031,pascal:7b24b4808f94bc0d,pascal,False,91,{},1,1,1.0,complete
1032,random_conditioned:3d4ea8f7b0b7ac02,random_conditioned,True,128,"{""condition_number"":100.0,""profile"":""geometric""}",20000,20000,1.0,complete
1033,random_conditioned:f13d30e42b69e288,random_conditioned,True,128,"{""condition_number"":100.0,""profile"":""one_small""}",20000,20000,1.0,complete
1034,random_conditioned:5e2483f030292e83,random_conditioned,True,128,"{""condition_number"":100.0,""profile"":""clustered""}",20000,20000,1.0,complete
1035,random_conditioned:59554964dd17fd28,random_conditioned,True,128,"{""condition_number"":10000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1036,random_conditioned:9249e93b9b37b741,random_conditioned,True,128,"{""condition_number"":10000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1037,random_conditioned:24db10624cd06023,random_conditioned,True,128,"{""condition_number"":10000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1038,random_conditioned:ede4f08ad80ec7c0,random_conditioned,True,128,"{""condition_number"":1000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1039,random_conditioned:58959af1bd395489,random_conditioned,True,128,"{""condition_number"":1000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1040,random_conditioned:60b649f84d12d8bd,random_conditioned,True,128,"{""condition_number"":1000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1041,random_conditioned:d85a46ecb6e00d73,random_conditioned,True,128,"{""condition_number"":100000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1042,random_conditioned:be39cf2c9bb5dcd1,random_conditioned,True,128,"{""condition_number"":100000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1043,random_conditioned:c09b81d86321af6f,random_conditioned,True,128,"{""condition_number"":100000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1044,random_conditioned:37f6a61bc4687e9e,random_conditioned,True,128,"{""condition_number"":10000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1045,random_conditioned:33289cf8a89ff087,random_conditioned,True,128,"{""condition_number"":10000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1046,random_conditioned:d512272586bc7c53,random_conditioned,True,128,"{""condition_number"":10000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1047,random_conditioned:36337c2841740aff,random_conditioned,True,128,"{""condition_number"":1000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1048,random_conditioned:982d888343062026,random_conditioned,True,128,"{""condition_number"":1000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1049,random_conditioned:3868b8f4f35e5d1d,random_conditioned,True,128,"{""condition_number"":1000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1050,random_conditioned:e026603158c7af35,random_conditioned,True,128,"{""condition_number"":100000000000000.0,""profile"":""geometric""}",20000,20000,1.0,complete
1051,random_conditioned:5b19efd6ef2b5c0b,random_conditioned,True,128,"{""condition_number"":100000000000000.0,""profile"":""one_small""}",20000,20000,1.0,complete
1052,random_conditioned:20591473a1bf5735,random_conditioned,True,128,"{""condition_number"":100000000000000.0,""profile"":""clustered""}",20000,20000,1.0,complete
1053,random_conditioned:6ed2736ecab0398d,random_conditioned,True,128,"{""condition_number"":1.0,""profile"":""orthogonal""}",20000,20000,1.0,complete
1054,hilbert:b9c548331ca110df,hilbert,False,128,{},1,1,1.0,complete
1055,vandermonde:c75e7bcca1c1877c,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""equispaced""}",1,1,1.0,complete
1056,vandermonde:ceedbcebccced4fc,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""equispaced""}",1,1,1.0,complete
1057,vandermonde:e7c5154704c3d4c9,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""chebyshev""}",1,1,1.0,complete
1058,vandermonde:df362d800fc64531,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""chebyshev""}",1,1,1.0,complete
1059,vandermonde:1a694a5cc930f5b5,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""clustered_zero""}",1,1,1.0,complete
1060,vandermonde:777568ed0dbc806c,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""clustered_zero""}",1,1,1.0,complete
1061,vandermonde:b85fbb786a5eb62d,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""near_one""}",1,1,1.0,complete
1062,vandermonde:bc1c5a7c363c1cb2,vandermonde,False,128,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""near_one""}",1,1,1.0,complete
1063,vandermonde:d4c1dcf1fe7912e5,vandermonde,True,128,"{""cluster_parameter"":10.0,""column_scaling"":false,""node_type"":""random""}",20000,20000,1.0,complete
1064,vandermonde:0040369e0b8a027c,vandermonde,True,128,"{""cluster_parameter"":10.0,""column_scaling"":true,""node_type"":""random""}",20000,20000,1.0,complete
1065,kahan_type:4290efc4c47e83af,kahan_type,False,128,"{""column_scaling"":false,""theta"":0.1}",1,1,1.0,complete
1066,kahan_type:e71b6f9fd30d0d35,kahan_type,False,128,"{""column_scaling"":true,""theta"":0.1}",1,1,1.0,complete
1067,kahan_type:55976e314ebada33,kahan_type,False,128,"{""column_scaling"":false,""theta"":0.01}",1,1,1.0,complete
1068,kahan_type:3d5fca4b09918941,kahan_type,False,128,"{""column_scaling"":true,""theta"":0.01}",1,1,1.0,complete
1069,kahan_type:ea9d2f45216bcaa7,kahan_type,False,128,"{""column_scaling"":false,""theta"":0.001}",1,1,1.0,complete
1070,kahan_type:033d150a3a538c2e,kahan_type,False,128,"{""column_scaling"":true,""theta"":0.001}",1,1,1.0,complete
1071,kahan_type:bf657253a4babc02,kahan_type,False,128,"{""column_scaling"":false,""theta"":0.0001}",1,1,1.0,complete
1072,kahan_type:7de370b15bdacd56,kahan_type,False,128,"{""column_scaling"":true,""theta"":0.0001}",1,1,1.0,complete
1073,kahan_type:7411493e1f8f3a01,kahan_type,False,128,"{""column_scaling"":false,""theta"":1e-06}",1,1,1.0,complete
1074,kahan_type:7f88c9d87a09d37c,kahan_type,False,128,"{""column_scaling"":true,""theta"":1e-06}",1,1,1.0,complete
1075,kahan_type:3fcb70bbfebc9826,kahan_type,False,128,"{""column_scaling"":false,""theta"":1e-08}",1,1,1.0,complete
1076,kahan_type:cb92209d4d47c312,kahan_type,False,128,"{""column_scaling"":true,""theta"":1e-08}",1,1,1.0,complete
1077,kahan_type:cad9cb441519fc5b,kahan_type,False,128,"{""column_scaling"":false,""theta"":1e-10}",1,1,1.0,complete
1078,kahan_type:ea85790adba5c3b2,kahan_type,False,128,"{""column_scaling"":true,""theta"":1e-10}",1,1,1.0,complete
1079,kahan_type:ecb64b54443ddd5c,kahan_type,False,128,"{""column_scaling"":false,""theta"":1e-12}",1,1,1.0,complete
1080,kahan_type:8457c94dc014b009,kahan_type,False,128,"{""column_scaling"":true,""theta"":1e-12}",1,1,1.0,complete
1081,adversarial_rotation:b2c76300f74387b0,adversarial_rotation,False,128,"{""epsilon"":0.1}",1,1,1.0,complete
1082,adversarial_rotation:37c4e5a022b50612,adversarial_rotation,False,128,"{""epsilon"":0.01}",1,1,1.0,complete
1083,adversarial_rotation:fbc8efe02a7874dc,adversarial_rotation,False,128,"{""epsilon"":0.0001}",1,1,1.0,complete
1084,adversarial_rotation:f7cff71dbc36bc98,adversarial_rotation,False,128,"{""epsilon"":1e-06}",1,1,1.0,complete
1085,adversarial_rotation:ace807421641f23f,adversarial_rotation,False,128,"{""epsilon"":1e-08}",1,1,1.0,complete
1086,adversarial_rotation:6f8f58222266e918,adversarial_rotation,False,128,"{""epsilon"":1e-10}",1,1,1.0,complete
1087,adversarial_rotation:45392a8c926cd6a7,adversarial_rotation,False,128,"{""epsilon"":1e-12}",1,1,1.0,complete
1088,adversarial_rotation:2cc9ff6f36ee55eb,adversarial_rotation,False,128,"{""epsilon"":1e-14}",1,1,1.0,complete
1089,repeated_bad_pivots:ebddf4bf1bcd1f4b,repeated_bad_pivots,False,128,"{""decay"":1.0,""epsilon"":0.01}",1,1,1.0,complete
1090,repeated_bad_pivots:22f815a7b3f93bb6,repeated_bad_pivots,False,128,"{""decay"":0.3,""epsilon"":0.01}",1,1,1.0,complete
1091,repeated_bad_pivots:cf46139e6aa27490,repeated_bad_pivots,False,128,"{""decay"":0.1,""epsilon"":0.01}",1,1,1.0,complete
1092,repeated_bad_pivots:221878ec2b94bb83,repeated_bad_pivots,False,128,"{""decay"":1.0,""epsilon"":1e-06}",1,1,1.0,complete
1093,repeated_bad_pivots:142920ff1c832f8b,repeated_bad_pivots,False,128,"{""decay"":0.3,""epsilon"":1e-06}",1,1,1.0,complete
1094,repeated_bad_pivots:1be3591d8f74c193,repeated_bad_pivots,False,128,"{""decay"":0.1,""epsilon"":1e-06}",1,1,1.0,complete
1095,repeated_bad_pivots:34246cb149b429c4,repeated_bad_pivots,False,128,"{""decay"":1.0,""epsilon"":1e-10}",1,1,1.0,complete
1096,repeated_bad_pivots:73c9e8040232fdc6,repeated_bad_pivots,False,128,"{""decay"":0.3,""epsilon"":1e-10}",1,1,1.0,complete
1097,repeated_bad_pivots:14488bcb7546a054,repeated_bad_pivots,False,128,"{""decay"":0.1,""epsilon"":1e-10}",1,1,1.0,complete
1098,scaled_adversarial:a1544dd12bfc380a,scaled_adversarial,True,128,"{""epsilon"":0.01,""scale_range"":2.0}",20000,20000,1.0,complete
1099,scaled_adversarial:bfa61de27cbbe219,scaled_adversarial,True,128,"{""epsilon"":0.01,""scale_range"":4.0}",20000,20000,1.0,complete
1100,scaled_adversarial:e73afbc25af72981,scaled_adversarial,True,128,"{""epsilon"":0.01,""scale_range"":8.0}",20000,20000,1.0,complete
1101,scaled_adversarial:17741976c2dfbd54,scaled_adversarial,True,128,"{""epsilon"":0.01,""scale_range"":12.0}",20000,20000,1.0,complete
1102,scaled_adversarial:1c7b58eee2ed258c,scaled_adversarial,True,128,"{""epsilon"":1e-06,""scale_range"":2.0}",20000,20000,1.0,complete
1103,scaled_adversarial:4fa46c9b0730babb,scaled_adversarial,True,128,"{""epsilon"":1e-06,""scale_range"":4.0}",20000,20000,1.0,complete
1104,scaled_adversarial:693a2410d358b3b1,scaled_adversarial,True,128,"{""epsilon"":1e-06,""scale_range"":8.0}",20000,20000,1.0,complete
1105,scaled_adversarial:44cc26aec2af2f93,scaled_adversarial,True,128,"{""epsilon"":1e-06,""scale_range"":12.0}",20000,20000,1.0,complete
1106,scaled_adversarial:47817f90b3ae7eb7,scaled_adversarial,True,128,"{""epsilon"":1e-10,""scale_range"":2.0}",20000,20000,1.0,complete
1107,scaled_adversarial:4aad419250638d2a,scaled_adversarial,True,128,"{""epsilon"":1e-10,""scale_range"":4.0}",20000,20000,1.0,complete
1108,scaled_adversarial:5d1019a4ba6f1410,scaled_adversarial,True,128,"{""epsilon"":1e-10,""scale_range"":8.0}",20000,20000,1.0,complete
1109,scaled_adversarial:a7078d089ccfa660,scaled_adversarial,True,128,"{""epsilon"":1e-10,""scale_range"":12.0}",20000,20000,1.0,complete
1110,row_diagonal_dominant_random:93e6f52ebdb3ac55,row_diagonal_dominant_random,True,128,"{""alpha"":0.5}",20000,20000,1.0,complete
1111,row_diagonal_dominant_random:03e59f7215597618,row_diagonal_dominant_random,True,128,"{""alpha"":0.3}",20000,20000,1.0,complete
1112,row_diagonal_dominant_random:c6616c01f005a03d,row_diagonal_dominant_random,True,128,"{""alpha"":0.2}",20000,20000,1.0,complete
1113,row_diagonal_dominant_random:85f3946f6e4679ec,row_diagonal_dominant_random,True,128,"{""alpha"":0.1}",20000,20000,1.0,complete
1114,row_diagonal_dominant_random:2976d44433ad1387,row_diagonal_dominant_random,True,128,"{""alpha"":0.05}",20000,20000,1.0,complete
1115,row_diagonal_dominant_random:8a85d76f30eb75a6,row_diagonal_dominant_random,True,128,"{""alpha"":0.02}",20000,20000,1.0,complete
1116,row_diagonal_dominant_random:3cf57fa76b9a551c,row_diagonal_dominant_random,True,128,"{""alpha"":0.01}",20000,20000,1.0,complete
1117,row_diagonal_dominant_random:4cbd4f5958f010f8,row_diagonal_dominant_random,True,128,"{""alpha"":0.005}",20000,20000,1.0,complete
1118,row_diagonal_dominant_random:9493eb0855127051,row_diagonal_dominant_random,True,128,"{""alpha"":0.002}",20000,20000,1.0,complete
1119,row_diagonal_dominant_random:c93186b88112adec,row_diagonal_dominant_random,True,128,"{""alpha"":0.001}",20000,20000,1.0,complete
1120,row_diagonal_dominant_tridiagonal:982220238cdced02,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.5}",1,1,1.0,complete
1121,row_diagonal_dominant_tridiagonal:f7dbde840db0a0a1,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.3}",1,1,1.0,complete
1122,row_diagonal_dominant_tridiagonal:af932376a9e85180,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.2}",1,1,1.0,complete
1123,row_diagonal_dominant_tridiagonal:c27ad42e3f6fa594,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.1}",1,1,1.0,complete
1124,row_diagonal_dominant_tridiagonal:b140db102925b3ec,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.05}",1,1,1.0,complete
1125,row_diagonal_dominant_tridiagonal:9c6a6927336fc423,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.02}",1,1,1.0,complete
1126,row_diagonal_dominant_tridiagonal:a2ab9117ea3a1dfa,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.01}",1,1,1.0,complete
1127,row_diagonal_dominant_tridiagonal:80f1643c77f70cd6,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.005}",1,1,1.0,complete
1128,row_diagonal_dominant_tridiagonal:e81edd77eaa602f2,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.002}",1,1,1.0,complete
1129,row_diagonal_dominant_tridiagonal:3cc535104b50d6a1,row_diagonal_dominant_tridiagonal,False,128,"{""alpha"":0.001}",1,1,1.0,complete
1130,row_diagonal_dominant_rankone:9b1d06cd48c40ab2,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.5}",1,1,1.0,complete
1131,row_diagonal_dominant_rankone:b2135906babb091e,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.3}",1,1,1.0,complete
1132,row_diagonal_dominant_rankone:4b19e252ebf4e64e,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.2}",1,1,1.0,complete
1133,row_diagonal_dominant_rankone:f77fdfb3efff94e7,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.1}",1,1,1.0,complete
1134,row_diagonal_dominant_rankone:e9f8a9d621908331,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.05}",1,1,1.0,complete
1135,row_diagonal_dominant_rankone:f5d1060d84da4649,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.02}",1,1,1.0,complete
1136,row_diagonal_dominant_rankone:bbdf2ff377511d2a,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.01}",1,1,1.0,complete
1137,row_diagonal_dominant_rankone:b724756e042d2640,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.005}",1,1,1.0,complete
1138,row_diagonal_dominant_rankone:9248beec0335477a,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.002}",1,1,1.0,complete
1139,row_diagonal_dominant_rankone:6689e0c35681572e,row_diagonal_dominant_rankone,False,128,"{""alpha"":0.001}",1,1,1.0,complete
1140,row_diagonal_dominant_stochastic:021519ee0a19df7c,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.5}",20000,20000,1.0,complete
1141,row_diagonal_dominant_stochastic:de30837b1853aaf8,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.3}",20000,20000,1.0,complete
1142,row_diagonal_dominant_stochastic:85d04ae4513fe85f,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.2}",20000,20000,1.0,complete
1143,row_diagonal_dominant_stochastic:0f7feef7c7880b20,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.1}",20000,20000,1.0,complete
1144,row_diagonal_dominant_stochastic:0530909e2322226a,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.05}",20000,20000,1.0,complete
1145,row_diagonal_dominant_stochastic:f5393029996d2c29,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.02}",20000,20000,1.0,complete
1146,row_diagonal_dominant_stochastic:0d717c35c3b2f62d,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.01}",20000,20000,1.0,complete
1147,row_diagonal_dominant_stochastic:6bb9c9b7e1526958,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.005}",20000,20000,1.0,complete
1148,row_diagonal_dominant_stochastic:103e29b8022442fa,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.002}",20000,20000,1.0,complete
1149,row_diagonal_dominant_stochastic:3f149f338e70104c,row_diagonal_dominant_stochastic,True,128,"{""alpha"":0.001}",20000,20000,1.0,complete
1150,spd_prescribed_spectrum:f3c8ebf0e249f88d,spd_prescribed_spectrum,True,128,"{""kappa"":10.0}",20000,20000,1.0,complete
1151,spd_prescribed_spectrum:fd9c01d27036b31c,spd_prescribed_spectrum,True,128,"{""kappa"":100.0}",20000,20000,1.0,complete
